"Establishment Number","Inspection Date","Time Orders Issued","Retention Of Food Equipment","Closure For Imminent Hazard","Closure For Cleaning","Disposed Of Food","Civil Penalty","Court Summons","Row Number",
"6600      ","1/26/2012 11:56:08 AM",0,0,0,0,1,0,0,13278,
"6601      ","1/9/2002 12:00:00 AM",0,0,0,0,0,1,0,13279,
"6601      ","7/7/2003 1:20:00 PM",0,0,0,0,1,0,0,13280,
"6601      ","11/1/2006 12:00:00 AM",0,0,0,0,0,1,0,13281,
"6601      ","10/23/2007 3:00:00 PM",0,0,0,0,1,0,0,13282,
"6601      ","11/28/2007 12:00:00 AM",0,0,0,0,0,1,0,13283,
"6601      ","2/21/2008 1:15:00 PM",0,0,0,0,1,0,0,13284,
"6601      ","4/2/2008 12:00:00 AM",0,0,0,0,0,1,0,13285,
"6602      ","3/1/2006 4:40:00 PM",1,0,0,0,0,0,0,13286,
"6603      ","10/8/2004 11:15:00 AM",1,0,0,0,0,0,0,13287,
"6603      ","4/4/2007 1:30:00 PM",1,0,0,0,0,0,0,13288,
"6603      ","6/8/2011 3:37:48 PM",0,0,0,0,1,0,0,13289,
"6603      ","9/1/2012 11:05:00 AM",1,0,0,0,0,0,0,13290,
"6604      ","1/28/2004 10:10:00 AM",0,0,0,0,1,0,0,13291,
"6604      ","1/4/2005 1:45:00 PM",0,0,0,0,1,0,0,13292,
"6604      ","12/13/2006 10:00:00 AM",0,0,0,0,1,0,0,13293,
"6604      ","1/30/2007 12:00:00 AM",0,0,0,0,0,1,0,13294,
"6604      ","7/21/2008 9:25:00 AM",0,0,0,0,1,0,0,13295,
"6604      ","12/1/2010 11:24:37 AM",1,0,0,0,0,0,0,13296,
"6604      ","2/3/2011 12:00:00 AM",0,0,0,0,0,1,0,13297,
"6604      ","5/30/2012 11:53:10 AM",0,0,0,0,1,0,0,13298,
"6608      ","3/4/2013 2:00:00 PM",0,0,0,0,1,0,0,13299,
"6608      ","2/1/2016 1:05:00 PM",0,0,0,0,1,0,0,13300,
"6610      ","9/27/2000 12:00:00 AM",1,0,0,0,0,0,0,13301,
"6610      ","4/22/2005 11:10:00 AM",1,0,0,0,0,0,0,13302,
"6611      ","7/7/2000 12:00:00 AM",1,0,0,0,0,0,0,13303,
"6611      ","7/10/2006 12:00:00 AM",0,0,0,0,0,1,0,13304,
"6611      ","4/24/2009 11:45:00 AM",1,0,0,0,0,0,0,13305,
"6611      ","5/18/2012 11:15:00 AM",0,0,0,0,1,0,0,13306,
"6611      ","4/18/2013 10:50:00 AM",0,0,0,0,1,0,0,13307,
"6611      ","10/22/2013 1:45:00 PM",0,0,0,0,1,0,0,13308,
"6611      ","10/8/2015 2:00:00 PM",0,0,0,0,1,0,0,13309,
"6613      ","2/15/2011 2:48:26 PM",1,0,0,0,0,0,0,13310,
"6616      ","3/20/2001 12:00:00 AM",1,0,0,0,0,0,0,13311,
"6616      ","3/22/2001 12:00:00 AM",1,0,0,0,0,0,0,13312,
"6616      ","3/9/2004 12:14:00 PM",0,0,0,0,1,0,0,13313,
"6616      ","2/9/2005 7:59:00 AM",0,0,0,0,1,0,0,13314,
"6616      ","3/23/2006 9:10:00 AM",1,0,0,0,0,0,0,13315,
"6616      ","8/10/2006 7:40:00 AM",0,0,0,0,1,0,0,13316,
"6616      ","9/14/2006 12:00:00 AM",0,0,0,0,0,1,0,13317,
"6616      ","3/2/2007 3:00:00 PM",1,0,0,0,0,0,0,13318,
"6616      ","7/27/2007 10:30:00 AM",0,0,0,0,1,0,0,13319,
"6616      ","8/17/2007 12:00:00 AM",0,0,0,0,0,1,0,13320,
"6616      ","11/28/2007 8:50:00 AM",0,0,0,0,1,0,0,13321,
"6616      ","3/26/2008 2:15:00 PM",0,0,0,0,1,0,0,13322,
"6616      ","1/14/2009 8:40:00 AM",0,0,0,0,1,0,0,13323,
"6616      ","3/19/2009 12:00:00 AM",0,0,0,0,0,1,0,13324,
"6616      ","5/29/2009 8:50:00 AM",1,0,0,0,0,0,0,13325,
"6616      ","5/13/2010 10:20:26 AM",0,0,0,0,1,0,0,13326,
"6616      ","11/3/2010 11:54:26 AM",1,0,0,0,1,0,0,13327,
"6616      ","10/24/2011 8:30:03 AM",0,0,0,0,1,0,0,13328,
"6616      ","10/22/2012 3:30:00 PM",0,0,0,0,1,0,0,13329,
"6616      ","12/9/2013 9:05:00 AM",0,0,0,0,1,0,0,13330,
"6616      ","12/16/2013 9:15:00 AM",0,0,0,0,1,0,0,13331,
"6616      ","7/7/2014 8:50:00 AM",0,0,0,0,1,0,0,13332,
"6619      ","2/21/2009 5:00:00 PM",1,0,0,0,0,0,0,13333,
"6620      ","9/10/2003 1:00:00 PM",1,0,0,0,1,0,0,13334,
"6620      ","8/19/2006 1:00:00 PM",0,0,0,0,1,0,0,13335,
"6622      ","9/15/2000 12:00:00 AM",1,0,0,0,1,0,0,13336,
"6622      ","7/26/2002 12:00:00 AM",0,0,0,0,1,0,0,13337,
"6622      ","9/20/2004 9:55:00 AM",1,0,0,0,0,0,0,13338,
"6622      ","1/9/2005 12:00:00 AM",0,0,0,0,0,1,0,13339,
"6622      ","4/25/2005 9:50:00 AM",1,0,0,0,1,0,0,13340,
"6622      ","3/20/2006 2:10:00 PM",0,0,0,0,1,0,0,13341,
"6622      ","7/5/2006 11:25:00 AM",1,0,0,0,0,0,0,13342,
"6622      ","12/28/2007 11:20:00 AM",0,0,0,0,1,0,0,13343,
"6622      ","1/16/2008 12:00:00 AM",0,0,0,0,0,1,0,13344,
"6622      ","6/27/2008 1:10:00 PM",0,0,0,0,1,0,0,13345,
"6622      ","12/14/2009 1:45:51 PM",0,0,0,0,1,0,0,13346,
"6622      ","8/2/2010 1:20:00 AM",1,0,0,0,1,0,0,13347,
"6622      ","11/3/2010 12:00:00 AM",0,0,0,0,0,1,0,13348,
"6622      ","8/10/2011 1:42:02 PM",0,0,0,0,1,0,0,13349,
"6622      ","8/23/2011 1:48:36 PM",0,0,0,0,1,0,0,13350,
"6622      ","6/6/2013 9:30:00 AM",0,0,0,0,1,0,0,13351,
"6622      ","12/16/2013 9:45:00 AM",0,0,0,0,1,0,0,13352,
"6622      ","6/4/2014 9:45:00 AM",0,0,0,0,1,0,0,13353,
"6622      ","7/22/2015 11:30:00 AM",0,0,0,0,1,0,0,13354,
"6622      ","6/22/2016 12:30:00 PM",0,0,0,0,1,0,0,13355,
"6625      ","1/4/2001 12:00:00 AM",1,0,0,0,0,0,0,13356,
"6625      ","2/21/2001 12:00:00 AM",0,0,0,0,0,1,0,13357,
"6625      ","2/26/2001 12:00:00 AM",1,0,0,0,0,0,0,13358,
"6625      ","3/5/2001 12:00:00 AM",1,0,0,0,0,0,0,13359,
"6625      ","3/13/2001 12:00:00 AM",1,0,0,0,0,0,0,13360,
"6625      ","10/16/2001 12:00:00 AM",0,0,0,0,0,1,0,13361,
"6626      ","1/8/2007 11:30:00 AM",0,0,1,0,0,0,0,13362,
"6626      ","8/19/2009 5:03:09 PM",0,1,0,0,0,0,0,13363,
"6626      ","9/9/2009 2:14:20 PM",1,0,0,0,0,0,0,13364,
"6626      ","2/4/2010 4:30:00 PM",0,0,0,0,1,0,0,13365,
"6626      ","2/25/2015 10:00:00 AM",0,0,0,0,1,0,0,13366,
"6627      ","11/8/2004 3:15:00 PM",0,0,0,0,1,0,0,13367,
"6627      ","9/15/2013 10:45:03 AM",0,0,0,0,1,0,0,13368,
"6628      ","8/6/2013 2:30:00 PM",0,0,0,0,1,0,0,13369,
"6628      ","1/29/2015 1:22:43 PM",0,0,0,0,1,0,0,13370,
"6628      ","9/3/2015 12:11:07 PM",0,0,0,0,1,0,0,13371,
"6629      ","9/16/2002 12:00:00 AM",0,0,0,0,0,1,0,13372,
"6629      ","9/8/2003 2:36:00 PM",0,0,0,0,1,0,0,13373,
"6629      ","1/16/2004 2:14:00 PM",0,0,0,0,1,0,0,13374,
"6629      ","2/20/2004 6:45:00 AM",1,0,0,0,0,0,0,13375,
"6629      ","7/7/2004 9:38:00 AM",0,0,0,0,1,0,0,13376,
"6629      ","7/14/2004 12:13:00 PM",0,0,0,0,1,0,0,13377,
"6629      ","4/16/2005 10:54:00 AM",0,0,0,0,1,0,0,13378,
"6629      ","9/12/2008 5:30:00 PM",0,0,0,0,1,0,0,13379,
"6629      ","3/2/2009 1:35:00 PM",0,0,0,0,1,0,0,13380,
"6629      ","9/4/2009 2:45:02 PM",0,1,0,0,0,0,0,13381,
"6629      ","6/18/2012 12:10:00 PM",0,0,0,0,1,0,0,13382,
"6629      ","11/26/2012 9:50:00 AM",0,0,0,0,1,0,0,13383,
"6629      ","8/26/2013 3:50:00 PM",1,0,0,0,0,0,0,13384,
"6629      ","3/3/2014 10:30:00 AM",0,0,0,0,1,0,0,13385,
"6629      ","9/23/2014 12:40:00 PM",0,0,0,0,1,0,0,13386,
"6629      ","4/17/2015 9:15:00 PM",0,0,0,0,1,0,0,13387,
"6630      ","10/18/2004 2:00:00 PM",1,0,0,0,0,0,0,13388,
"6630      ","8/12/2008 12:00:00 AM",0,0,0,0,0,1,0,13389,
"6630      ","1/6/2009 11:45:00 AM",0,0,0,0,1,0,0,13390,
"6630      ","6/9/2011 10:41:19 AM",1,0,0,0,1,0,0,13391,
"6630      ","6/13/2012 3:25:00 PM",0,0,0,0,1,0,0,13392,
"6630      ","10/27/2012 11:10:00 AM",0,0,0,0,1,0,0,13393,
"6633      ","9/24/2001 12:00:00 AM",1,0,0,0,0,0,0,13394,
"6633      ","2/10/2009 10:45:00 AM",1,0,0,0,0,0,0,13395,
"6633      ","4/21/2009 12:00:00 AM",0,0,0,0,0,1,0,13396,
"6633      ","10/26/2009 10:30:41 AM",1,0,0,0,0,0,0,13397,
"6634      ","3/5/2013 10:57:27 AM",0,0,0,0,1,0,0,13398,
"6634      ","8/12/2013 2:00:02 PM",0,0,0,0,1,0,0,13399,
"6634      ","2/11/2014 3:05:32 PM",0,0,0,0,1,0,0,13400,
"6634      ","8/21/2014 10:46:02 AM",1,0,0,0,1,0,0,13401,
"6634      ","8/25/2014 1:10:53 PM",1,0,0,0,0,0,0,13402,
"6636      ","5/21/2003 12:43:00 PM",0,0,0,0,1,0,0,13403,
"6639      ","1/12/2004 3:30:00 PM",1,0,0,0,0,0,0,13404,
"6640      ","6/17/2003 12:00:00 AM",0,0,0,0,0,1,0,13405,
"6640      ","7/9/2004 1:16:00 PM",0,0,0,0,1,0,0,13406,
"6640      ","2/4/2005 4:15:00 PM",0,0,0,0,1,0,0,13407,
"6640      ","3/25/2008 3:55:00 PM",1,1,1,0,0,0,0,13408,
"6642      ","12/6/2005 1:10:00 PM",1,0,0,0,0,0,0,13409,
"6644      ","1/24/2001 12:00:00 AM",1,0,0,0,0,0,0,13410,
"6645      ","5/12/2005 10:30:00 AM",0,0,0,0,1,0,0,13411,
"6645      ","4/4/2006 12:00:00 AM",0,0,0,0,0,1,0,13412,
"6645      ","2/21/2008 12:25:00 PM",0,0,0,0,1,0,0,13413,
"6645      ","10/25/2010 3:51:09 PM",0,0,0,0,1,0,0,13414,
"6645      ","6/16/2011 4:09:04 PM",0,0,0,0,1,0,0,13415,
"6645      ","7/19/2012 4:00:00 PM",0,0,0,0,1,0,0,13416,
"6645      ","7/31/2013 4:30:00 PM",0,0,0,0,1,0,0,13417,
"6645      ","9/8/2014 4:30:00 PM",0,0,0,0,1,0,0,13418,
"6645      ","4/30/2015 3:30:00 PM",0,0,0,0,1,0,0,13419,
"6650      ","9/21/2000 12:00:00 AM",1,0,0,0,0,0,0,13420,
"6652      ","3/21/2001 12:00:00 AM",1,0,0,0,0,0,0,13421,
"6652      ","11/19/2001 12:00:00 AM",0,0,0,0,1,0,0,13422,
"6653      ","7/21/2002 12:00:00 AM",0,0,0,0,1,0,0,13423,
"6653      ","12/22/2003 3:15:00 PM",1,0,0,0,1,0,0,13424,
"6653      ","11/9/2004 1:15:00 PM",1,0,0,0,0,0,0,13425,
"6653      ","12/1/2004 2:00:00 PM",1,0,0,0,0,0,0,13426,
"6653      ","3/17/2005 12:00:00 AM",0,0,0,0,0,1,0,13427,
"6653      ","3/21/2005 2:50:00 PM",0,0,0,0,1,0,0,13428,
"6653      ","9/7/2005 12:00:00 AM",0,0,0,0,0,1,0,13429,
"6653      ","5/15/2006 2:20:00 PM",1,0,0,0,0,0,0,13430,
"6655      ","10/2/2000 12:00:00 AM",1,0,0,0,0,0,0,13431,
"6658      ","12/17/2002 12:00:00 AM",1,0,0,0,0,0,0,13432,
"6660      ","10/4/2001 12:00:00 AM",0,0,0,0,0,1,0,13433,
"6661      ","4/4/2001 12:00:00 AM",1,0,1,0,0,0,0,13434,
"6662      ","7/13/2001 12:00:00 AM",1,0,0,0,0,0,0,13435,
"6662      ","7/19/2001 12:00:00 AM",1,0,0,0,0,0,0,13436,
"6662      ","11/15/2001 12:00:00 AM",0,0,0,0,1,0,0,13437,
"6662      ","7/27/2002 12:00:00 AM",0,0,0,0,1,0,0,13438,
"6662      ","7/21/2003 2:40:00 PM",0,0,0,0,1,0,0,13439,
"6662      ","6/14/2004 1:30:00 PM",0,0,0,0,1,0,0,13440,
"6662      ","10/5/2004 11:55:00 AM",0,0,0,0,1,0,0,13441,
"6662      ","7/10/2006 12:20:00 PM",0,0,0,0,1,0,0,13442,
"6662      ","12/10/2008 12:00:00 AM",0,0,0,0,0,1,0,13443,
"6662      ","1/26/2009 1:00:00 PM",0,0,0,0,1,0,0,13444,
"6662      ","9/22/2010 12:23:43 PM",0,0,0,0,1,0,0,13445,
"6662      ","11/16/2010 12:00:00 AM",0,0,0,0,0,1,0,13446,
"6662      ","1/24/2011 1:44:48 PM",0,0,0,0,1,0,0,13447,
"6662      ","5/5/2011 10:29:43 AM",0,0,0,0,1,0,0,13448,
"6662      ","3/12/2012 1:10:18 PM",0,0,0,0,1,0,0,13449,
"6662      ","6/25/2012 3:10:00 PM",0,0,0,0,1,0,0,13450,
"6662      ","1/31/2013 10:15:00 AM",0,0,0,0,1,0,0,13451,
"6662      ","1/13/2015 1:00:00 PM",0,0,0,0,1,0,0,13452,
"6664      ","2/15/2005 12:00:00 AM",0,0,0,0,0,1,0,13453,
"6667      ","12/12/2007 12:00:00 AM",0,0,0,0,0,1,0,13454,
"6667      ","11/4/2010 1:48:48 PM",0,0,0,0,1,0,0,13455,
"6668      ","8/22/2001 12:00:00 AM",0,0,1,0,0,0,0,13456,
"6668      ","4/16/2002 12:00:00 AM",0,0,0,0,1,0,0,13457,
"6668      ","9/23/2003 8:36:00 AM",0,0,0,0,1,0,0,13458,
"6668      ","7/25/2006 8:15:00 AM",0,0,0,0,1,0,0,13459,
"6668      ","9/14/2006 12:00:00 AM",0,0,0,0,0,1,0,13460,
"6668      ","11/24/2007 9:15:00 AM",0,0,0,0,1,0,0,13461,
"6668      ","12/1/2007 8:25:00 AM",0,0,0,0,1,0,0,13462,
"6668      ","8/4/2008 8:20:00 AM",0,0,0,0,1,0,0,13463,
"6668      ","1/26/2009 12:00:00 AM",0,0,0,0,0,1,0,13464,
"6668      ","9/2/2009 10:39:29 AM",1,0,0,0,0,0,0,13465,
"6668      ","12/14/2010 10:05:37 AM",0,0,0,0,1,0,0,13466,
"6668      ","5/23/2011 9:12:32 AM",0,0,0,0,1,0,0,13467,
"6668      ","8/18/2011 9:18:40 AM",0,0,0,0,1,0,0,13468,
"6668      ","8/15/2012 1:00:00 PM",0,0,0,0,1,0,0,13469,
"6668      ","8/21/2012 1:45:00 PM",0,0,0,0,1,0,0,13470,
"6668      ","12/10/2012 10:00:00 AM",0,0,0,0,1,0,0,13471,
"6668      ","12/4/2013 9:00:00 AM",0,0,0,0,1,0,0,13472,
"6668      ","6/11/2014 1:00:00 PM",0,0,0,0,1,0,0,13473,
"6668      ","3/4/2015 9:10:00 AM",0,0,0,0,1,0,0,13474,
"6668      ","6/29/2015 2:30:00 PM",0,0,0,0,1,0,0,13475,
"6668      ","12/7/2015 1:00:00 PM",0,0,0,0,1,0,0,13476,
"6668      ","2/11/2016 11:25:00 AM",0,0,0,0,1,0,0,13477,
"6669      ","7/28/2003 10:45:00 AM",0,0,0,0,1,0,0,13478,
"6669      ","7/15/2004 1:40:00 PM",1,0,0,0,0,0,0,13479,
"6669      ","4/7/2005 12:00:00 AM",0,0,0,0,0,1,0,13480,
"6669      ","11/2/2007 11:00:00 AM",0,0,0,0,1,0,0,13481,
"6669      ","10/15/2008 12:00:00 AM",0,0,0,0,0,1,0,13482,
"6669      ","12/23/2009 12:00:00 AM",0,0,0,0,0,1,0,13483,
"6669      ","10/5/2010 2:57:36 PM",0,0,0,0,1,0,0,13484,
"6669      ","7/26/2012 1:48:00 PM",0,0,0,0,1,0,0,13485,
"6669      ","11/15/2012 1:45:00 PM",0,0,0,0,1,0,0,13486,
"6673      ","7/31/2015 8:19:20 AM",1,0,0,0,0,0,0,13487,
"6674      ","1/23/2002 12:00:00 AM",0,0,0,0,1,0,0,13488,
"6674      ","12/20/2006 12:00:00 AM",0,0,0,0,0,1,0,13489,
"6674      ","2/27/2008 11:25:00 AM",0,0,0,0,1,0,0,13490,
"6674      ","4/2/2008 12:00:00 AM",0,0,0,0,0,1,0,13491,
"6674      ","7/28/2008 1:30:00 PM",0,0,0,0,1,0,0,13492,
"6674      ","9/12/2010 10:44:09 AM",0,0,0,0,1,0,0,13493,
"6674      ","1/26/2011 10:34:28 AM",0,0,0,0,1,0,0,13494,
"6674      ","1/27/2012 9:19:27 AM",0,0,0,0,1,0,0,13495,
"6675      ","1/13/2015 6:00:10 PM",0,0,0,0,1,0,0,13496,
"6677      ","4/1/2003 9:10:00 AM",1,0,0,0,0,0,0,13497,
"6677      ","9/10/2007 1:15:00 PM",0,0,0,0,1,0,0,13498,
"6678      ","8/23/2001 12:00:00 AM",0,0,0,0,0,0,1,13499,
"6679      ","10/16/2000 12:00:00 AM",1,0,0,0,0,0,0,13500,
"6679      ","12/3/2001 12:00:00 AM",0,0,0,0,0,1,0,13501,
"6680      ","6/1/2016 5:00:00 PM",1,0,0,0,0,0,0,13502,
"6681      ","9/14/2000 12:00:00 AM",1,0,0,0,1,0,0,13503,
"6681      ","4/6/2005 11:15:00 AM",1,0,0,0,0,0,0,13504,
"6681      ","4/12/2005 12:30:00 AM",1,0,0,0,0,0,0,13505,
"6681      ","8/10/2005 1:30:00 PM",1,0,0,0,0,0,0,13506,
"6681      ","1/4/2006 12:00:00 AM",0,0,0,0,0,1,0,13507,
"6681      ","6/15/2006 11:20:00 AM",1,0,0,0,0,0,0,13508,
"6681      ","11/1/2006 12:00:00 AM",0,0,0,0,0,1,0,13509,
"6681      ","11/8/2010 11:54:49 AM",0,0,0,0,1,0,0,13510,
"6681      ","7/27/2011 10:25:53 AM",0,0,0,0,1,0,0,13511,
"6681      ","12/18/2012 10:05:00 AM",1,0,0,0,1,0,0,13512,
"6681      ","7/23/2013 2:00:00 PM",0,0,0,0,1,0,0,13513,
"6681      ","1/7/2014 10:40:00 AM",0,0,0,0,1,0,0,13514,
"6681      ","1/25/2016 10:30:00 AM",0,0,0,0,1,0,0,13515,
"6683      ","7/13/2001 12:00:00 AM",0,0,0,0,1,0,0,13516,
"6683      ","11/18/2003 1:20:00 PM",0,0,0,0,1,0,0,13517,
"6683      ","7/12/2004 11:00:00 AM",1,0,0,0,0,0,0,13518,
"6683      ","7/28/2004 12:00:00 AM",0,0,0,0,0,1,0,13519,
"6683      ","2/28/2005 10:00:00 AM",1,0,0,0,1,0,0,13520,
"6683      ","7/28/2005 12:00:00 AM",0,0,0,0,0,1,0,13521,
"6683      ","6/2/2008 8:40:00 AM",0,0,0,0,1,0,0,13522,
"6683      ","10/27/2008 9:10:00 AM",0,0,0,0,1,0,0,13523,
"6683      ","4/24/2014 8:45:00 AM",0,0,0,0,1,0,0,13524,
"6686      ","3/30/2006 12:45:00 PM",0,0,0,0,1,0,0,13525,
"6686      ","10/24/2007 11:15:00 AM",0,0,0,0,1,0,0,13526,
"6686      ","7/24/2008 9:00:00 AM",0,0,0,0,1,0,0,13527,
"6686      ","11/30/2009 12:00:00 AM",0,0,0,0,0,1,0,13528,
"6686      ","2/10/2010 12:00:00 AM",0,0,0,0,0,1,0,13529,
"6686      ","7/26/2010 2:00:00 AM",0,0,0,0,1,0,0,13530,
"6686      ","1/24/2011 12:00:00 AM",0,0,0,0,0,1,0,13531,
"6686      ","4/20/2011 2:12:05 PM",0,0,0,0,1,0,0,13532,
"6686      ","4/4/2012 9:02:55 AM",0,0,0,0,1,0,0,13533,
"6686      ","7/30/2012 12:30:00 PM",1,0,0,0,0,0,0,13534,
"6686      ","3/8/2013 9:04:52 AM",0,0,0,0,1,0,0,13535,
"6686      ","7/17/2013 10:20:00 AM",0,0,0,0,1,0,0,13536,
"6686      ","1/15/2014 1:30:00 PM",0,0,0,0,1,0,0,13537,
"6686      ","12/15/2014 1:45:00 PM",0,0,0,0,1,0,0,13538,
"6686      ","6/29/2015 11:45:00 AM",0,0,0,0,1,0,0,13539,
"6686      ","12/9/2015 11:00:00 AM",0,1,0,0,0,0,0,13540,
"6686      ","6/23/2016 10:45:00 PM",1,0,0,0,1,0,0,13541,
"6687      ","3/21/2001 12:00:00 AM",1,0,0,0,0,0,0,13542,
"6687      ","1/6/2003 12:00:00 AM",1,0,0,0,0,0,0,13543,
"6687      ","11/6/2003 1:50:00 PM",1,0,0,0,0,0,0,13544,
"6687      ","12/16/2003 2:55:00 PM",1,0,0,0,0,0,0,13545,
"6687      ","12/14/2004 3:10:00 PM",0,0,0,0,1,0,0,13546,
"6687      ","2/15/2005 12:00:00 AM",0,0,0,0,0,1,0,13547,
"6688      ","1/4/2005 10:30:00 AM",1,0,0,0,1,0,0,13548,
"6688      ","2/14/2006 3:35:00 PM",1,0,0,0,0,0,0,13549,
"6688      ","7/27/2006 11:25:00 AM",0,0,0,0,1,0,0,13550,
"6688      ","4/15/2009 2:20:00 PM",0,0,0,0,1,0,0,13551,
"6688      ","4/9/2010 1:22:50 PM",0,0,0,0,1,0,0,13552,
"6688      ","5/13/2011 2:12:16 PM",1,0,0,0,0,0,0,13553,
"6689      ",,0,0,0,0,0,1,0,13554,
"6689      ","6/10/2003 1:00:00 PM",0,0,0,0,1,0,0,13555,
"6689      ","6/30/2003 9:29:00 AM",0,0,0,0,1,0,0,13556,
"6689      ","3/18/2004 2:27:00 PM",0,0,0,0,1,0,0,13557,
"6689      ","9/14/2006 12:00:00 AM",0,0,0,0,0,1,0,13558,
"6689      ","5/18/2009 11:00:00 AM",0,0,0,0,1,0,0,13559,
"6689      ","9/2/2010 12:00:00 AM",0,0,0,0,0,1,0,13560,
"6689      ","3/6/2012 1:00:00 PM",0,0,0,0,1,0,0,13561,
"6689      ","5/7/2014 8:00:00 AM",0,0,0,0,1,0,0,13562,
"6690      ","4/1/2002 12:00:00 AM",0,1,0,0,1,0,0,13563,
"6690      ","7/29/2002 12:00:00 AM",0,0,0,0,1,0,0,13564,
"6690      ","6/6/2007 4:05:00 PM",0,0,0,0,1,0,0,13565,
"6690      ","11/8/2007 11:00:00 AM",0,0,0,0,1,0,0,13566,
"6690      ","10/30/2008 9:35:00 AM",0,0,0,0,1,0,0,13567,
"6690      ","4/9/2009 9:45:00 AM",0,0,0,0,1,0,0,13568,
"6690      ","4/12/2010 2:59:19 PM",0,0,0,0,1,0,0,13569,
"6690      ","8/15/2010 5:20:00 AM",0,0,0,0,1,0,0,13570,
"6690      ","8/23/2010 9:09:00 AM",0,0,0,0,1,0,0,13571,
"6690      ","12/27/2010 1:39:16 PM",0,0,0,0,1,0,0,13572,
"6690      ","2/4/2011 12:00:00 AM",0,0,0,0,0,1,0,13573,
"6690      ","8/12/2011 11:35:10 AM",0,0,0,0,1,0,0,13574,
"6690      ","8/29/2011 2:34:45 PM",0,0,0,0,1,0,0,13575,
"6690      ","2/27/2013 6:15:00 PM",0,0,0,0,1,0,0,13576,
"6690      ","4/3/2013 10:30:00 AM",0,0,0,0,1,0,0,13577,
"6690      ","10/23/2013 11:45:00 AM",0,0,0,0,1,0,0,13578,
"6692      ","4/12/2001 12:00:00 AM",0,0,0,0,1,0,0,13579,
"6692      ","12/17/2001 12:00:00 AM",0,0,0,0,0,1,0,13580,
"6692      ","10/25/2002 12:00:00 AM",1,0,0,0,0,0,0,13581,
"6692      ","1/30/2004 12:00:00 AM",0,0,0,0,0,1,0,13582,
"6692      ","9/26/2006 2:15:00 PM",0,0,0,0,1,0,0,13583,
"6692      ","11/1/2006 12:00:00 AM",0,0,0,0,0,1,0,13584,
"6692      ","4/17/2008 12:45:00 PM",0,0,0,0,1,0,0,13585,
"6692      ","7/2/2008 12:00:00 AM",0,0,0,0,0,1,0,13586,
"6692      ","1/28/2009 10:50:00 AM",0,0,0,0,1,0,0,13587,
"6692      ","9/23/2009 3:41:54 PM",0,0,0,0,1,0,0,13588,
"6692      ","1/11/2010 12:50:00 PM",0,0,0,0,1,0,0,13589,
"6692      ","9/23/2010 11:45:00 AM",0,0,0,0,1,0,0,13590,
"6692      ","1/6/2011 12:00:00 AM",0,0,0,0,0,1,0,13591,
"6692      ","9/20/2011 1:27:34 PM",0,0,0,0,1,0,0,13592,
"6692      ","9/20/2012 2:20:00 PM",0,0,0,0,1,0,0,13593,
"6692      ","11/19/2013 1:00:00 PM",1,0,0,0,1,0,0,13594,
"6692      ","6/9/2014 11:15:00 AM",1,1,0,0,1,0,0,13595,
"6692      ","11/2/2015 11:30:00 AM",0,0,0,0,1,0,0,13596,
"6692      ","5/10/2016 12:15:00 PM",1,0,0,0,0,0,0,13597,
"6694      ","9/21/2000 12:00:00 AM",1,0,0,0,0,0,0,13598,
"6694      ","6/22/2001 12:00:00 AM",0,0,0,0,0,1,0,13599,
"6694      ","12/14/2001 12:00:00 AM",0,1,0,0,0,0,0,13600,
"6694      ","9/6/2002 12:00:00 AM",0,0,0,0,1,0,0,13601,
"6695      ","4/10/2013 1:30:00 PM",0,0,0,0,1,0,0,13602,
"6695      ","2/11/2015 10:40:00 AM",0,0,0,0,1,0,0,13603,
"6696      ","10/10/2001 12:00:00 AM",0,0,0,0,0,1,0,13604,
"6696      ","12/28/2005 9:40:00 AM",0,0,0,0,1,0,0,13605,
"6696      ","8/14/2007 2:25:00 PM",1,0,0,0,0,0,0,13606,
"6696      ","8/31/2007 12:00:00 AM",0,0,0,0,0,1,0,13607,
"6696      ","6/5/2008 2:15:00 PM",0,0,0,0,1,0,0,13608,
"6696      ","12/9/2008 12:00:00 AM",0,0,0,0,0,1,0,13609,
"6696      ","2/23/2009 11:05:00 AM",1,0,0,0,0,0,0,13610,
"6696      ","2/11/2010 2:17:06 PM",0,0,0,0,1,0,0,13611,
"6696      ","6/29/2012 1:45:00 PM",0,0,0,0,1,0,0,13612,
"6696      ","2/25/2013 10:40:24 AM",0,0,0,0,1,0,0,13613,
"6696      ","7/22/2013 10:15:00 AM",0,0,0,0,1,0,0,13614,
"6697      ","4/11/2002 12:00:00 AM",1,0,0,0,1,0,0,13615,
"6697      ","3/11/2004 12:00:00 AM",0,0,0,0,0,0,1,13616,
"6697      ","12/18/2013 10:25:00 AM",0,0,0,0,1,0,0,13617,
"6698      ","6/13/2007 12:45:00 PM",0,0,0,0,1,0,0,13618,
"6698      ","7/25/2008 10:35:00 AM",0,0,0,0,1,0,0,13619,
"6698      ","8/1/2008 12:00:00 PM",0,0,0,0,1,0,0,13620,
"6698      ","2/11/2009 12:00:00 AM",0,0,0,0,0,1,0,13621,
"6698      ","6/12/2009 12:00:00 AM",0,0,0,0,0,1,0,13622,
"6698      ","8/24/2009 11:47:23 AM",0,0,0,0,1,0,0,13623,
"6698      ","8/9/2010 10:18:19 AM",0,0,0,0,1,0,0,13624,
"6698      ","11/9/2010 12:00:00 AM",0,0,0,0,0,1,0,13625,
