"Establishment Number","Inspection Date","Time Orders Issued","Retention Of Food Equipment","Closure For Imminent Hazard","Closure For Cleaning","Disposed Of Food","Civil Penalty","Court Summons","Row Number",
"2192      ","1/16/2008 12:00:00 AM",0,0,0,0,0,1,0,3861,
"2192      ","2/13/2008 12:40:00 PM",1,0,0,0,0,0,0,3862,
"2192      ","7/28/2008 10:00:00 AM",0,0,0,0,1,0,0,3863,
"2192      ","8/18/2010 9:36:52 AM",1,0,0,0,0,0,0,3864,
"2192      ","9/2/2010 1:10:00 PM",0,0,0,0,0,0,1,3865,
"2192      ","11/5/2010 12:00:00 AM",0,0,0,0,0,1,0,3866,
"2196      ","1/4/2008 1:35:00 PM",1,0,0,0,0,0,0,3867,
"2196      ","1/29/2008 12:00:00 AM",0,0,0,0,0,1,0,3868,
"2196      ","2/17/2010 12:06:51 PM",0,0,0,0,1,0,0,3869,
"2196      ","11/10/2010 12:00:00 AM",0,0,0,0,0,1,0,3870,
"2199      ","8/19/2002 12:00:00 AM",1,0,0,0,0,0,0,3871,
"2199      ","4/28/2003 1:00:00 PM",0,0,0,1,0,0,0,3872,
"2199      ","6/5/2003 2:27:00 PM",0,0,0,0,1,0,0,3873,
"2199      ","10/7/2003 12:45:00 PM",0,0,0,0,1,0,0,3874,
"2199      ","11/24/2003 1:30:00 PM",1,0,0,0,1,0,0,3875,
"2199      ","1/15/2004 12:00:00 AM",0,0,0,0,0,1,0,3876,
"2199      ","2/26/2004 12:00:00 AM",0,0,0,0,0,1,0,3877,
"2199      ","6/8/2004 11:35:00 AM",0,0,0,0,1,0,0,3878,
"2199      ","6/29/2004 12:00:00 AM",0,0,0,0,0,1,0,3879,
"2199      ","8/13/2004 10:35:00 AM",0,0,0,0,1,0,0,3880,
"2199      ","11/3/2004 2:10:00 PM",1,0,0,0,0,0,0,3881,
"2199      ","11/10/2004 2:10:00 PM",0,0,0,0,1,0,0,3882,
"2199      ","6/2/2005 1:00:00 PM",1,0,0,0,1,0,0,3883,
"2199      ","6/30/2005 12:00:00 AM",0,0,0,0,0,1,0,3884,
"2199      ","7/10/2006 2:05:00 PM",0,0,0,0,1,0,0,3885,
"2199      ","12/16/2009 3:19:10 PM",0,0,0,0,1,0,0,3886,
"2199      ","7/25/2012 3:45:00 PM",0,0,0,0,1,0,0,3887,
"2201      ","5/2/2005 12:00:00 AM",0,0,0,0,0,1,0,3888,
"2203      ","5/12/2008 1:45:00 PM",1,0,0,0,0,0,0,3889,
"2204      ","7/20/2001 12:00:00 AM",0,0,0,0,1,0,0,3890,
"2204      ","10/31/2001 12:00:00 AM",0,0,0,0,0,1,0,3891,
"2204      ","4/23/2003 3:00:00 PM",0,0,0,0,1,0,0,3892,
"2204      ","5/9/2003 12:00:00 AM",0,0,0,0,0,1,0,3893,
"2204      ","11/1/2007 3:00:00 PM",1,0,0,0,0,0,0,3894,
"2204      ","3/11/2008 2:15:00 PM",1,0,0,0,0,0,0,3895,
"2204      ","3/19/2008 7:15:00 AM",1,0,0,0,0,0,0,3896,
"2204      ","4/4/2008 7:15:00 AM",1,0,0,0,0,0,0,3897,
"2204      ","11/9/2010 12:00:00 AM",0,0,0,0,0,1,0,3898,
"2204      ","12/1/2010 2:28:50 PM",0,0,0,0,1,0,0,3899,
"2204      ","7/3/2011 2:41:17 PM",0,0,0,0,1,0,0,3900,
"2204      ","2/6/2012 9:46:59 AM",0,0,0,0,1,0,0,3901,
"2204      ","6/21/2012 9:13:00 AM",0,0,0,0,1,0,0,3902,
"2204      ","10/17/2012 9:00:00 AM",0,0,0,0,1,0,0,3903,
"2204      ","4/3/2013 8:40:01 AM",0,0,0,0,1,0,0,3904,
"2204      ","4/17/2014 7:45:00 AM",0,0,0,0,1,0,0,3905,
"2204      ","4/15/2015 9:00:00 AM",0,0,0,0,1,0,0,3906,
"2204      ","8/24/2015 10:40:00 AM",1,0,0,0,0,0,0,3907,
"2204      ","8/31/2015 10:50:00 AM",1,0,0,0,0,0,0,3908,
"2204      ","10/23/2015 1:00:00 PM",0,0,0,0,1,0,0,3909,
"2205      ","8/9/2002 12:00:00 AM",0,0,0,0,1,0,0,3910,
"2205      ","12/5/2006 2:15:00 PM",1,0,0,0,0,0,0,3911,
"2205      ","9/8/2009 7:25:50 AM",1,0,0,0,0,0,0,3912,
"2205      ","2/19/2014 7:55:57 AM",0,0,0,0,1,0,0,3913,
"2206      ","7/26/2001 12:00:00 AM",0,0,0,0,1,0,0,3914,
"2207      ","5/23/2003 9:50:00 AM",0,0,0,0,1,0,0,3915,
"2207      ","5/28/2003 4:00:00 PM",0,0,0,0,1,0,0,3916,
"2207      ","6/17/2003 12:00:00 AM",0,0,0,0,0,1,0,3917,
"2207      ","2/15/2006 11:00:00 AM",0,0,0,0,1,0,0,3918,
"2207      ","12/12/2006 11:00:00 PM",0,0,0,0,1,0,0,3919,
"2207      ","4/20/2007 8:00:00 AM",1,0,0,0,0,0,0,3920,
"2207      ","5/14/2007 9:30:00 AM",1,0,0,0,0,0,0,3921,
"2207      ","8/27/2007 10:00:00 AM",1,0,0,0,0,0,0,3922,
"2207      ","7/14/2008 2:00:00 PM",1,0,0,0,0,0,0,3923,
"2207      ","6/30/2009 4:30:00 PM",0,0,0,0,1,0,0,3924,
"2207      ","10/8/2009 10:33:06 AM",1,0,0,0,0,0,0,3925,
"2207      ","11/4/2010 11:01:40 AM",0,0,0,0,1,0,0,3926,
"2207      ","1/24/2011 12:00:00 AM",0,0,0,0,0,1,0,3927,
"2207      ","10/27/2011 11:15:22 AM",0,0,0,0,1,0,0,3928,
"2207      ","6/26/2013 4:38:46 PM",0,0,0,0,1,0,0,3929,
"2207      ","11/12/2014 11:40:00 AM",0,0,0,0,1,0,0,3930,
"2207      ","5/12/2015 4:30:00 PM",0,0,0,0,1,0,0,3931,
"2209      ","5/22/2001 12:00:00 AM",0,0,0,0,1,0,0,3932,
"2209      ","6/21/2002 12:00:00 AM",0,0,0,0,1,0,0,3933,
"2209      ","11/7/2002 12:00:00 AM",0,0,0,0,0,0,1,3934,
"2209      ","1/30/2004 12:00:00 AM",0,0,0,0,0,1,0,3935,
"2209      ","9/20/2007 12:30:00 PM",1,0,0,0,0,0,0,3936,
"2209      ","12/13/2011 10:17:44 AM",0,0,0,0,1,0,0,3937,
"2209      ","3/4/2013 12:15:01 PM",0,0,0,0,1,0,0,3938,
"2209      ","3/25/2014 1:15:00 PM",0,0,0,0,1,0,0,3939,
"2209      ","8/7/2014 11:15:00 AM",0,0,0,0,1,0,0,3940,
"2209      ","8/27/2015 2:15:00 PM",0,0,0,0,1,0,0,3941,
"2211      ","6/21/2003 1:30:00 PM",0,0,0,0,1,0,0,3942,
"2211      ","8/23/2004 12:00:00 AM",0,0,0,0,0,1,0,3943,
"2211      ","12/15/2005 12:00:00 AM",0,0,0,0,0,1,0,3944,
"2211      ","1/30/2007 12:00:00 AM",0,0,0,0,0,1,0,3945,
"2211      ","10/4/2007 10:00:00 AM",1,0,0,0,0,0,0,3946,
"2211      ","2/7/2008 8:45:00 AM",1,0,0,0,1,0,0,3947,
"2211      ","12/9/2008 12:00:00 AM",0,0,0,0,0,1,0,3948,
"2211      ","11/30/2010 2:53:07 PM",0,0,0,0,1,0,0,3949,
"2211      ","3/29/2011 12:00:22 PM",0,0,0,0,1,0,0,3950,
"2211      ","10/26/2011 3:05:39 PM",0,0,0,0,1,0,0,3951,
"2211      ","2/9/2012 11:45:08 AM",0,0,0,0,1,0,0,3952,
"2211      ","7/5/2012 1:10:00 PM",0,0,0,0,1,0,0,3953,
"2211      ","10/4/2012 1:00:00 PM",0,0,0,0,1,0,0,3954,
"2211      ","4/29/2013 2:43:00 PM",0,0,0,0,1,0,0,3955,
"2211      ","11/3/2014 1:15:00 PM",0,0,0,0,1,0,0,3956,
"2211      ","4/15/2015 12:30:00 PM",0,0,0,0,1,0,0,3957,
"2214      ","9/26/2007 1:00:00 PM",0,0,0,0,1,0,0,3958,
"2214      ","12/27/2010 10:04:06 AM",0,0,0,0,1,0,0,3959,
"2214      ","7/23/2013 3:00:00 PM",0,0,0,0,1,0,0,3960,
"2214      ","6/8/2016 7:50:00 AM",0,0,0,0,1,0,0,3961,
"2214      ","6/13/2016 9:20:00 AM",0,0,0,0,1,0,0,3962,
"2215      ","9/5/2007 8:45:00 AM",1,0,0,0,0,0,0,3963,
"2215      ","8/4/2009 7:41:57 AM",0,0,0,0,1,0,0,3964,
"2215      ","10/27/2009 1:16:50 PM",1,0,0,0,0,0,0,3965,
"2215      ","1/6/2010 12:00:00 AM",0,0,0,0,0,1,0,3966,
"2215      ","11/3/2010 12:00:00 AM",0,0,0,0,0,1,0,3967,
"2215      ","8/21/2011 11:40:19 AM",0,0,0,0,1,0,0,3968,
"2215      ","4/12/2012 8:50:00 PM",0,0,0,0,1,0,0,3969,
"2215      ","2/12/2013 4:08:25 PM",0,0,0,0,1,0,0,3970,
"2215      ","3/6/2013 8:30:01 AM",0,0,0,0,1,0,0,3971,
"2215      ","2/2/2015 9:05:00 AM",0,0,0,0,1,0,0,3972,
"2215      ","2/13/2015 8:45:00 AM",0,0,0,0,1,0,0,3973,
"2215      ","8/19/2015 9:10:00 AM",0,0,0,0,1,0,0,3974,
"2215      ","2/22/2016 7:35:00 AM",1,0,0,0,0,0,0,3975,
"2216      ","7/28/2005 12:00:00 AM",0,0,0,0,0,1,0,3976,
"2216      ","6/17/2008 7:45:00 AM",1,0,0,0,0,0,0,3977,
"2216      ","4/17/2012 9:17:37 AM",0,0,0,0,1,0,0,3978,
"2216      ","8/8/2012 9:18:00 AM",0,0,0,0,1,0,0,3979,
"2216      ","4/8/2013 1:00:01 PM",0,0,0,0,1,0,0,3980,
"2217      ","3/2/2001 12:00:00 AM",0,0,0,0,1,0,0,3981,
"2217      ","6/17/2003 12:00:00 AM",0,0,0,0,0,1,0,3982,
"2217      ","11/12/2004 10:15:00 AM",0,0,0,0,1,0,0,3983,
"2217      ","4/6/2005 3:15:00 PM",0,0,0,0,1,0,0,3984,
"2217      ","6/7/2006 12:00:00 AM",0,0,0,0,0,1,0,3985,
"2217      ","10/18/2006 9:45:00 AM",1,0,0,0,0,0,0,3986,
"2217      ","7/16/2008 9:00:00 AM",1,0,0,0,0,0,0,3987,
"2217      ","10/22/2009 12:00:00 AM",0,0,0,0,0,1,0,3988,
"2217      ","8/4/2010 3:07:36 PM",0,0,0,0,1,0,0,3989,
"2217      ","1/4/2011 9:55:16 AM",1,0,0,0,0,0,0,3990,
"2217      ","8/2/2012 10:15:00 AM",0,0,0,0,1,0,0,3991,
"2217      ","11/29/2012 9:15:00 AM",1,0,0,0,0,0,0,3992,
"2217      ","10/21/2014 2:10:00 PM",0,0,0,0,1,0,0,3993,
"2217      ","6/18/2015 1:15:00 PM",1,0,0,0,1,0,0,3994,
"2217      ","9/23/2015 2:45:00 PM",1,0,0,0,0,0,0,3995,
"2217      ","9/30/2015 2:15:00 PM",1,0,0,0,0,0,0,3996,
"2217      ","6/24/2016 11:15:00 AM",0,0,0,0,1,0,0,3997,
"2222      ","1/1/1900 3:00:00 PM",0,0,0,0,1,0,0,3998,
"2222      ","10/22/2002 12:00:00 AM",1,0,0,0,0,0,0,3999,
"2222      ","2/25/2003 10:45:00 AM",1,0,0,0,0,0,0,4000,
"2222      ","10/14/2003 12:00:00 AM",0,0,0,0,0,1,0,4001,
"2222      ","10/27/2009 3:03:45 PM",1,0,0,0,0,0,0,4002,
"2222      ","12/29/2009 3:00:00 PM",0,0,0,0,1,0,0,4003,
"2222      ","7/23/2010 1:25:53 PM",0,0,0,0,1,0,0,4004,
"2222      ","4/4/2011 3:25:24 PM",0,0,0,0,1,0,0,4005,
"2222      ","4/12/2011 1:06:15 PM",0,0,0,0,1,0,0,4006,
"2222      ","7/6/2011 4:24:12 PM",0,0,0,0,1,0,0,4007,
"2222      ","7/31/2012 11:20:00 AM",0,0,0,0,1,0,0,4008,
"2222      ","11/8/2012 10:20:00 AM",0,0,0,0,1,0,0,4009,
"2222      ","1/23/2013 12:15:01 PM",0,0,0,0,1,0,0,4010,
"2222      ","12/4/2013 10:30:00 AM",0,0,0,0,1,0,0,4011,
"2222      ","9/9/2014 2:30:00 PM",0,0,0,0,1,0,0,4012,
"2222      ","1/11/2016 2:00:00 PM",0,0,0,0,1,0,0,4013,
"2224      ","1/31/2003 12:00:00 AM",1,0,0,0,0,0,0,4014,
"2224      ","8/23/2004 12:00:00 AM",0,0,0,0,0,1,0,4015,
"2225      ","9/11/2012 1:53:00 PM",0,0,0,0,1,0,0,4016,
"2225      ","1/14/2013 1:12:01 PM",0,0,0,0,1,0,0,4017,
"2225      ","1/4/2016 1:00:00 PM",0,0,0,0,1,0,0,4018,
"2226      ","2/3/2014 1:20:00 PM",1,0,0,0,0,0,0,4019,
"2229      ","9/28/2000 12:00:00 AM",0,0,0,0,1,0,0,4020,
"2229      ","1/11/2001 12:00:00 AM",0,0,0,0,1,0,0,4021,
"2229      ","3/28/2002 12:00:00 AM",1,0,0,0,1,0,0,4022,
"2229      ","2/8/2003 12:00:00 AM",1,0,0,0,0,0,0,4023,
"2229      ","11/12/2003 12:00:00 AM",0,0,0,0,0,1,0,4024,
"2232      ","12/11/2002 12:00:00 AM",1,0,0,0,0,0,0,4025,
"2238      ","4/16/2001 12:00:00 AM",1,0,0,0,0,0,0,4026,
"2238      ","11/19/2002 12:00:00 AM",1,0,0,0,0,0,0,4027,
"2238      ","11/22/2002 12:00:00 AM",1,0,0,0,0,0,0,4028,
"2242      ","6/19/2001 12:00:00 AM",0,0,0,0,1,0,0,4029,
"2242      ","12/14/2002 12:00:00 AM",1,0,0,0,0,0,0,4030,
"2242      ","4/24/2003 10:15:00 AM",0,0,1,0,0,0,0,4031,
"2242      ","7/28/2004 12:00:00 AM",0,0,0,0,0,1,0,4032,
"2242      ","5/2/2005 12:00:00 AM",0,0,0,0,0,1,0,4033,
"2243      ","1/6/2003 12:00:00 AM",1,0,0,0,0,0,0,4034,
"2243      ","2/5/2003 12:00:00 AM",1,0,0,0,0,0,0,4035,
"2243      ","3/27/2003 10:30:00 AM",1,0,0,0,0,0,0,4036,
"2243      ","6/30/2008 12:45:00 PM",1,0,0,0,0,0,0,4037,
"2243      ","7/10/2008 2:30:00 PM",1,0,0,0,0,0,0,4038,
"2244      ","8/27/2000 12:00:00 AM",0,0,0,0,1,0,0,4039,
"2244      ","3/1/2001 12:00:00 AM",0,0,0,0,1,0,0,4040,
"2245      ","11/30/2000 12:00:00 AM",1,0,0,0,0,0,0,4041,
"2245      ","6/19/2001 12:00:00 AM",1,0,0,0,1,0,0,4042,
"2246      ","1/14/2003 12:00:00 AM",1,0,0,0,1,0,0,4043,
"2246      ","3/17/2006 8:40:00 AM",0,0,0,0,1,0,0,4044,
"2250      ","12/17/2001 12:00:00 AM",0,0,0,0,0,1,0,4045,
"2250      ","11/26/2002 12:00:00 AM",1,0,0,0,1,0,0,4046,
"2250      ","4/2/2003 3:30:00 PM",0,0,0,0,1,0,0,4047,
"2250      ","8/19/2003 2:45:00 PM",1,0,0,0,1,0,0,4048,
"2250      ","9/15/2003 12:00:00 AM",0,0,0,0,0,1,0,4049,
"2250      ","1/30/2004 12:00:00 AM",0,0,0,0,0,1,0,4050,
"2253      ","7/10/2001 12:00:00 AM",1,0,0,0,0,0,0,4051,
"2253      ","7/18/2001 12:00:00 AM",1,0,0,0,0,0,0,4052,
"2254      ","3/16/2006 3:00:00 PM",0,0,0,0,1,0,0,4053,
"2254      ","7/24/2006 3:00:00 PM",0,0,0,0,1,0,0,4054,
"2254      ","12/13/2006 11:00:00 AM",0,0,0,0,1,0,0,4055,
"2254      ","6/14/2007 1:00:00 PM",0,0,0,0,1,0,0,4056,
"2254      ","10/30/2007 1:05:00 PM",0,0,0,0,1,0,0,4057,
"2254      ","7/24/2008 9:30:00 AM",0,0,0,0,1,0,0,4058,
"2254      ","8/12/2008 12:00:00 AM",0,0,0,0,0,1,0,4059,
"2254      ","2/17/2009 12:00:00 AM",0,0,0,0,0,1,0,4060,
"2254      ","4/24/2012 4:05:34 PM",0,0,0,0,1,0,0,4061,
"2254      ","9/23/2012 12:11:36 PM",1,0,0,0,0,0,0,4062,
"2254      ","11/21/2012 3:00:00 PM",0,0,0,0,1,0,0,4063,
"2254      ","11/19/2015 1:45:00 PM",0,0,0,0,1,0,0,4064,
"2254      ","6/9/2016 1:15:00 PM",0,0,0,0,1,0,0,4065,
"2255      ","12/12/2001 12:00:00 AM",1,0,0,0,0,0,0,4066,
"2255      ","6/7/2002 12:00:00 AM",1,0,0,0,0,0,0,4067,
"2255      ","4/17/2006 12:00:00 AM",0,0,0,0,0,1,0,4068,
"2256      ","9/27/2000 12:00:00 AM",0,0,0,0,1,0,0,4069,
"2256      ","8/16/2002 12:00:00 AM",0,0,0,0,1,0,0,4070,
"2256      ","1/14/2003 12:00:00 AM",1,0,0,0,0,0,0,4071,
"2256      ","8/22/2011 3:47:21 PM",0,0,0,0,1,0,0,4072,
"2258      ","7/1/2004 12:00:00 AM",0,0,0,0,0,1,0,4073,
"2258      ","1/5/2005 8:15:00 AM",0,0,0,0,1,0,0,4074,
"2258      ","12/5/2006 1:10:00 PM",1,0,0,0,0,0,0,4075,
"2258      ","8/5/2008 2:30:00 PM",1,0,0,0,0,0,0,4076,
"2258      ","3/27/2011 9:47:35 AM",0,0,0,0,1,0,0,4077,
"2258      ","11/6/2013 7:45:00 AM",0,0,0,0,1,0,0,4078,
"2260      ","11/20/2002 12:00:00 AM",1,0,0,0,0,0,0,4079,
"2260      ","11/25/2002 12:00:00 AM",1,0,0,0,0,0,0,4080,
"2260      ","1/6/2003 12:00:00 AM",1,0,0,0,0,0,0,4081,
"2260      ","9/15/2003 12:00:00 AM",0,0,0,0,0,1,0,4082,
"2262      ","8/21/2000 12:00:00 AM",0,0,0,0,1,0,0,4083,
"2262      ","3/28/2002 12:00:00 AM",0,0,0,0,1,0,0,4084,
"2262      ","4/4/2003 11:30:00 AM",1,0,0,0,0,0,0,4085,
"2262      ","5/9/2003 12:00:00 AM",0,0,0,0,0,1,0,4086,
"2263      ","10/16/2007 5:00:00 PM",0,0,0,0,1,0,0,4087,
"2263      ","10/9/2013 1:10:00 PM",0,0,0,0,1,0,0,4088,
"2265      ","1/23/2001 12:00:00 AM",1,0,0,0,0,0,0,4089,
"2265      ","6/26/2001 12:00:00 AM",0,0,0,1,1,0,0,4090,
"2265      ","8/23/2001 12:00:00 AM",0,0,0,0,0,0,1,4091,
"2265      ","3/14/2003 1:15:00 PM",0,0,0,0,1,0,0,4092,
"2265      ","5/9/2003 12:00:00 AM",0,0,0,0,0,1,0,4093,
"2266      ","12/15/2000 12:00:00 AM",1,0,0,0,0,0,0,4094,
"2266      ","1/2/2002 12:00:00 AM",1,0,0,0,0,0,0,4095,
"2266      ","1/16/2002 12:00:00 AM",1,0,0,0,0,0,0,4096,
"2266      ","5/3/2002 12:00:00 AM",0,0,0,0,1,0,0,4097,
"2266      ","5/24/2002 12:00:00 AM",0,0,0,0,1,0,0,4098,
"2266      ","10/9/2002 12:00:00 AM",0,0,0,0,1,0,0,4099,
"2266      ","10/16/2002 12:00:00 AM",0,0,0,0,1,0,0,4100,
"2266      ","3/27/2003 12:00:00 AM",0,0,0,0,0,1,0,4101,
"2266      ","3/15/2006 9:50:00 AM",0,0,0,0,1,0,0,4102,
"2266      ","2/12/2007 1:45:00 PM",1,0,0,0,0,0,0,4103,
"2266      ","6/25/2007 2:15:00 PM",1,0,0,0,1,0,0,4104,
"2266      ","11/17/2008 3:00:00 PM",1,0,0,0,1,0,0,4105,
"2266      ","11/18/2008 2:30:00 PM",1,0,0,0,0,0,0,4106,
"2266      ","11/24/2008 3:30:00 PM",1,0,0,0,0,0,0,4107,
"2266      ","11/26/2008 1:30:00 PM",1,0,0,0,0,0,0,4108,
"2266      ","12/10/2009 2:36:50 PM",0,0,0,0,1,0,0,4109,
"2266      ","8/3/2010 11:07:28 AM",0,0,0,0,1,0,0,4110,
"2266      ","12/13/2010 1:10:51 PM",0,0,0,0,1,0,0,4111,
"2266      ","2/4/2011 12:00:00 AM",0,0,0,0,0,1,0,4112,
"2267      ","1/4/2013 11:05:01 AM",0,0,0,0,1,0,0,4113,
"2267      ","12/9/2015 1:15:00 PM",0,0,0,0,1,0,0,4114,
"2268      ","12/12/2007 5:00:00 PM",0,0,0,0,1,0,0,4115,
"2268      ","8/24/2008 8:00:00 AM",0,0,0,0,1,0,0,4116,
"2269      ","8/24/2008 10:00:00 AM",0,0,0,0,1,0,0,4117,
"2271      ","8/24/2008 9:00:00 AM",0,0,0,0,1,0,0,4118,
"2271      ","7/5/2012 2:30:00 PM",0,0,0,0,1,0,0,4119,
"2271      ","11/3/2015 5:45:00 PM",0,0,0,0,1,0,0,4120,
"2273      ","8/5/2003 10:45:00 AM",1,0,0,0,0,0,0,4121,
"2273      ","12/19/2003 3:15:00 PM",1,0,0,0,0,0,0,4122,
"2273      ","4/24/2007 4:00:00 PM",1,0,0,0,0,0,0,4123,
"2273      ","4/27/2007 10:00:00 AM",1,0,0,0,0,0,0,4124,
"2273      ","4/7/2008 10:00:00 AM",1,0,0,0,0,0,0,4125,
"2273      ","4/9/2008 9:45:00 AM",1,0,0,0,0,0,0,4126,
"2273      ","10/13/2008 9:45:00 AM",1,0,0,0,0,0,0,4127,
"2273      ","10/15/2008 8:30:00 AM",1,0,0,0,0,0,0,4128,
"2273      ","11/4/2010 1:35:03 PM",0,0,0,0,1,0,0,4129,
"2277      ","3/4/2002 12:00:00 AM",0,0,0,0,1,0,0,4130,
"2278      ","6/12/2001 12:00:00 AM",0,0,1,0,1,0,0,4131,
"2278      ","12/3/2001 12:00:00 AM",0,0,0,0,0,1,0,4132,
"2281      ","10/4/2001 12:00:00 AM",0,0,0,0,0,1,0,4133,
"2281      ","2/12/2002 12:00:00 AM",0,0,0,0,1,0,0,4134,
"2281      ","7/16/2002 12:00:00 AM",0,0,0,0,1,0,0,4135,
"2281      ","7/31/2002 12:00:00 AM",0,0,0,0,1,0,0,4136,
"2281      ","1/16/2003 12:00:00 AM",0,0,0,0,1,0,0,4137,
"2281      ","5/16/2003 7:30:00 AM",0,0,0,0,1,0,0,4138,
"2282      ","8/27/2000 12:00:00 AM",0,0,0,0,1,0,0,4139,
"2282      ","1/11/2001 12:00:00 AM",0,0,0,0,1,0,0,4140,
"2282      ","3/27/2002 12:00:00 AM",0,0,0,0,1,0,0,4141,
"2282      ","6/13/2002 12:00:00 AM",0,0,0,0,0,1,0,4142,
"2282      ","10/16/2002 12:00:00 AM",0,0,0,0,1,0,0,4143,
"2282      ","7/16/2003 2:00:00 PM",0,0,0,0,1,0,0,4144,
"2282      ","1/24/2005 1:40:00 PM",0,0,0,0,1,0,0,4145,
"2282      ","1/23/2008 1:00:00 PM",1,0,0,0,0,0,0,4146,
"2282      ","6/4/2008 7:15:00 AM",0,0,0,0,1,0,0,4147,
"2282      ","10/6/2008 8:32:00 AM",0,0,0,0,1,0,0,4148,
"2282      ","11/20/2011 12:11:54 PM",0,0,0,0,1,0,0,4149,
"2282      ","7/3/2012 9:43:00 AM",0,0,0,0,1,0,0,4150,
"2282      ","1/11/2013 9:30:01 AM",0,0,0,0,1,0,0,4151,
"2282      ","1/14/2016 12:00:00 PM",0,0,0,0,1,0,0,4152,
"2284      ","10/1/2007 2:45:00 PM",1,0,0,0,0,0,0,4153,
"2285      ","12/16/2005 8:00:00 AM",0,0,0,0,1,0,0,4154,
"2285      ","8/7/2007 4:30:00 PM",1,0,0,0,1,0,0,4155,
"2285      ","1/15/2015 2:45:00 PM",0,0,0,0,1,0,0,4156,
"2286      ","8/9/2000 12:00:00 AM",1,0,0,0,0,0,0,4157,
"2286      ","1/3/2001 12:00:00 AM",0,0,0,0,1,0,0,4158,
"2287      ","6/26/2003 11:50:00 AM",1,0,0,0,0,0,0,4159,
"2287      ","7/31/2006 2:30:00 PM",0,0,0,0,1,0,0,4160,
"2287      ","5/11/2009 2:30:00 PM",0,0,0,0,1,0,0,4161,
"2288      ","9/29/2000 12:00:00 AM",0,0,0,1,0,0,0,4162,
"2288      ","2/12/2001 12:00:00 AM",1,0,0,0,0,0,0,4163,
"2288      ","8/8/2001 12:00:00 AM",0,0,0,0,1,0,0,4164,
"2288      ","2/14/2002 12:00:00 AM",0,1,0,0,0,0,0,4165,
"2288      ","11/19/2002 12:00:00 AM",1,0,0,0,0,0,0,4166,
"2292      ","9/21/2001 12:00:00 AM",0,0,0,0,0,1,0,4167,
"2292      ","1/26/2002 12:00:00 AM",0,0,0,0,1,0,0,4168,
"2292      ","6/20/2002 12:00:00 AM",0,0,0,0,1,0,0,4169,
"2292      ","6/29/2002 12:00:00 AM",0,0,0,0,1,0,0,4170,
"2292      ","10/26/2002 12:00:00 AM",1,0,0,0,1,0,0,4171,
"2292      ","12/26/2002 12:00:00 AM",0,0,0,0,0,1,0,4172,
"2292      ","7/7/2003 2:30:00 PM",1,0,0,0,1,0,0,4173,
"2292      ","8/8/2003 2:45:00 PM",0,0,0,0,1,0,0,4174,
"2294      ","6/21/2001 12:00:00 AM",0,0,0,0,1,0,0,4175,
"2294      ","2/22/2002 12:00:00 AM",0,0,0,0,1,0,0,4176,
"2294      ","10/16/2002 12:00:00 AM",1,0,0,0,0,0,0,4177,
"2294      ","10/17/2002 12:00:00 AM",0,0,0,0,1,0,0,4178,
"2294      ","11/29/2002 12:00:00 AM",0,0,0,0,0,1,0,4179,
"2294      ","6/28/2003 11:30:00 AM",1,0,0,0,1,0,0,4180,
"2294      ","1/24/2011 3:08:44 PM",1,0,0,0,1,0,0,4181,
"2294      ","12/17/2012 10:18:00 AM",0,0,0,0,1,0,0,4182,
"2294      ","4/21/2015 3:15:00 PM",0,0,0,0,1,0,0,4183,
"2296      ","4/7/2005 12:00:00 AM",0,0,0,0,0,1,0,4184,
"2296      ","8/6/2007 1:00:00 PM",1,0,0,0,1,0,0,4185,
"2296      ","8/15/2007 7:45:00 AM",1,0,0,0,0,0,0,4186,
"2297      ","12/3/2001 12:00:00 AM",0,0,0,0,0,1,0,4187,
"2297      ","5/9/2003 12:00:00 AM",0,0,0,0,0,1,0,4188,
"2297      ","7/17/2012 9:24:00 AM",0,0,0,0,1,0,0,4189,
"2297      ","12/6/2012 9:16:00 AM",0,0,0,0,1,0,0,4190,
"2297      ","5/6/2014 9:35:00 AM",0,0,0,0,1,0,0,4191,
"2297      ","11/6/2015 12:15:00 PM",0,0,0,0,1,0,0,4192,
"2301      ","10/18/2001 12:00:00 AM",0,0,0,0,0,1,0,4193,
"2301      ","7/31/2006 10:55:00 AM",0,0,0,0,1,0,0,4194,
"2301      ","9/11/2008 1:30:00 PM",0,0,0,0,1,0,0,4195,
"2301      ","10/14/2009 2:00:00 PM",1,0,0,0,0,0,0,4196,
"2301      ","1/6/2010 12:00:00 AM",0,0,0,0,0,1,0,4197,
"2301      ","10/7/2010 10:50:40 AM",1,0,0,0,0,0,0,4198,
"2301      ","5/1/2011 10:28:59 AM",1,0,0,0,1,0,0,4199,
"2301      ","5/3/2012 10:55:51 AM",0,0,0,0,1,0,0,4200,
"2301      ","1/17/2013 1:44:59 PM",0,0,0,0,1,0,0,4201,
"2301      ","7/15/2013 10:26:00 AM",0,0,0,0,1,0,0,4202,
"2301      ","7/31/2014 2:10:00 PM",0,0,0,0,1,0,0,4203,
"2301      ","1/13/2015 1:00:00 PM",0,0,0,0,1,0,0,4204,
"2302      ","10/11/2002 12:00:00 AM",0,0,0,0,1,0,0,4205,
"2302      ","12/9/2002 12:00:00 AM",0,0,0,0,0,1,0,4206,
"2303      ","9/12/2002 12:00:00 AM",1,0,0,0,1,0,0,4207,
